Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Live_Touches,TakeOns_Att,TakeOns_Succ,TakeOns_Succ%,Tkld_TakeOns ,Tkld_TakeOns%,Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_into_finalthird,Carries_into_PA,Miscontrolled,Dispossessed,Passes_received,Prog_passes_received
1740,1740,Alexander Meyer (Dortmund),GER,GK,Dortmund,Bundesliga,32,1991,7.7,39,95,78,5,0,0,39,16,21,93,0,0,43,42,45,0,0,0,0,0,39,0
1741,1741,Omenuke Mfulu (Las Palmas),COD,"MF,FW",Las Palmas,La Liga,29,1994,0.9,17,34,26,24,18,0,17,16,21,93,0,0,16,13,14,17,18,0,20,0,18,0
1742,1742,Lucas Michal (Monaco),FRA,FW,Monaco,Ligue 1,18,2005,0.1,0,0,0,3,0,0,0,0,0,0,0,0,1,6,10,17,0,0,0,0,0,0
1743,1743,Sven Michel (Augsburg),GER,"FW,MF",Augsburg,Bundesliga,33,1990,6.5,31,19,22,33,55,77,31,65,64,46,68,61,30,27,24,34,29,64,67,63,31,65
1744,1744,Miguel (Alavés),ESP,"FW,MF",Alavés,La Liga,23,1999,0.7,10,0,3,15,19,24,10,0,0,0,0,0,8,7,9,17,0,36,20,40,9,25
1745,1745,Georges Mikautadze (Metz),GEO,FW,Metz,Ligue 1,22,2000,19.4,53,21,31,61,78,91,53,97,96,39,98,74,60,74,70,88,85,94,88,87,55,82
1746,1746,Nikola Milenković (Fiorentina),SRB,DF,Fiorentina,Serie A,25,1997,27.9,92,88,95,89,41,68,92,27,30,83,23,25,90,84,85,40,54,36,34,28,92,38
1747,1747,Lewis Miley (Newcastle Utd),ENG,MF,Newcastle Utd,Premier League,17,2006,13.4,53,60,58,57,67,74,53,58,58,50,60,56,50,47,44,52,42,73,58,60,54,69
1748,1748,Arkadiusz Milik (Juventus),POL,FW,Juventus,Serie A,29,1994,10.2,39,19,29,44,61,83,39,46,47,54,50,61,41,34,31,48,44,58,78,66,44,67
1749,1749,Vanja Milinković-Savić (Torino),SRB,GK,Torino,Serie A,26,1997,36,88,100,100,15,0,0,88,16,0,0,23,95,90,91,93,0,0,0,0,0,81,0
1750,1750,Éder Militão (Real Madrid),BRA,DF,Real Madrid,La Liga,25,1998,5.5,38,72,63,41,24,24,38,16,0,0,0,0,41,39,43,37,32,0,24,21,41,21
1751,1751,Luis Milla (Getafe),ESP,MF,Getafe,La Liga,28,1994,23.5,85,56,62,94,81,41,85,78,67,18,80,61,76,74,72,75,77,0,73,76,81,59
1752,1752,Enzo Millot (Stuttgart),FRA,"MF,FW",Stuttgart,Bundesliga,21,2002,24.9,90,45,60,95,95,89,90,96,97,66,95,44,89,86,76,85,89,88,97,93,95,94
1753,1753,James Milner (Brighton),ENG,"DF,MF",Brighton,Premier League,37,1986,8.6,53,52,53,56,72,53,53,42,37,27,45,61,54,40,41,46,39,64,47,48,56,76
1754,1754,Jovan Milošević (Stuttgart),SRB,"FW,MF",Stuttgart,Bundesliga,18,2005,0.3,8,0,3,14,18,16,8,23,30,93,0,0,9,9,9,17,24,0,24,0,9,25
1755,1755,Marko Milovanović (Almería),SRB,"FW,MF",Almería,La Liga,19,2003,3.4,20,24,17,27,30,47,20,31,21,10,33,61,18,15,13,23,18,36,34,40,20,42
1756,1756,Kim Min-jae (Bayern Munich),KOR,DF,Bayern Munich,Bundesliga,26,1996,21.9,98,94,96,98,40,56,98,23,30,93,0,0,96,94,95,52,49,0,31,45,98,25
1757,1757,Yerry Mina (Fiorentina),COL,"DF,MF",Fiorentina,Serie A,28,1994,0.5,9,10,13,15,12,16,9,0,0,0,0,0,7,8,4,0,0,0,0,0,7,15
1758,1758,Yerry Mina (Cagliari),COL,DF,Cagliari,Serie A,28,1994,13.5,55,86,82,51,23,29,55,27,30,83,23,25,49,52,57,30,0,0,44,0,48,25
1759,1759,Takumi Minamino (Monaco),JPN,MF,Monaco,Ligue 1,28,1995,23.5,74,52,50,75,93,96,74,84,76,24,88,77,85,88,78,86,90,92,96,83,80,97
1760,1760,Lucas Mincarelli (Montpellier),FRA,"DF,MF",Montpellier,Ligue 1,19,2004,10.9,48,62,62,52,55,41,48,65,58,25,73,83,47,55,55,68,78,36,47,73,41,62
1761,1761,Tyrone Mings (Aston Villa),ENG,DF,Aston Villa,Premier League,30,1993,0.3,4,19,10,5,9,16,4,0,0,0,0,0,4,3,4,0,0,0,13,0,4,0
1762,1762,Óscar Mingueza (Celta Vigo),ESP,"DF,MF",Celta Vigo,La Liga,24,1999,33.3,97,76,88,95,98,79,97,95,95,48,94,49,96,94,95,95,98,81,79,88,96,90
1763,1763,Ignasi Miquel (Granada),ESP,DF,Granada,La Liga,30,1992,33.2,93,94,97,85,41,76,93,57,58,54,57,49,91,83,82,40,39,36,66,40,91,35
1764,1764,Rafa Mir (Sevilla),ESP,"FW,MF",Sevilla,La Liga,26,1997,4.3,23,15,16,28,41,58,23,37,30,18,40,61,23,21,21,27,24,58,42,35,24,45
1765,1765,Ignacio Miramon (Lille),ARG,MF,Lille,Ligue 1,20,2003,0.4,12,10,10,21,16,0,12,0,0,0,0,0,14,14,15,17,18,0,13,0,13,0
1766,1766,Aleksei Miranchuk (Atalanta),RUS,"MF,FW",Atalanta,Serie A,27,1995,13.1,59,21,37,58,87,83,59,87,80,23,90,77,62,67,66,83,85,83,84,73,67,88
1767,1767,Juan Miranda (Betis),ESP,DF,Betis,La Liga,23,2000,20.6,82,76,82,78,85,68,82,62,55,26,60,45,74,60,63,79,74,58,67,45,78,82
1768,1768,Kevin Miranda (Sassuolo),ITA,DF,Sassuolo,Serie A,20,2003,0.2,6,10,12,10,0,0,6,16,21,93,0,0,7,8,10,0,0,0,0,0,7,0
1769,1769,Antonio Mirante (Milan),ITA,GK,Milan,Serie A,40,1983,2,15,66,36,5,0,0,15,0,0,0,0,0,14,13,15,0,0,0,0,0,13,0
1770,1770,Fabio Miretti (Juventus),ITA,MF,Juventus,Serie A,19,2003,12.3,50,37,44,56,71,74,50,84,85,54,82,46,51,53,55,65,64,76,82,87,51,72
1771,1771,Filippo Missori (Sassuolo),ITA,DF,Sassuolo,Serie A,19,2004,3,24,34,33,29,28,24,24,23,21,54,23,61,21,21,24,32,24,49,13,28,21,34
1772,1772,Tyrick Mitchell (Crystal Palace),ENG,"DF,MF",Crystal Palace,Premier League,23,1999,35.6,95,85,92,87,94,84,95,80,82,52,80,54,83,70,69,76,73,81,89,89,85,93
1773,1773,Kaoru Mitoma (Brighton),JPN,FW,Brighton,Premier League,26,1997,16.5,61,43,42,53,92,98,61,96,95,36,97,56,71,86,93,99,94,99,85,73,71,98
1774,1774,Aleksandar Mitrović (Fulham),SRB,FW,Fulham,Premier League,28,1994,0.4,7,0,3,11,16,27,7,27,37,93,0,0,5,6,7,0,0,0,0,0,7,0
1775,1775,Stefan Mitrović (Hellas Verona),SRB,"FW,MF",Hellas Verona,Serie A,20,2002,4.3,25,10,16,33,42,41,25,54,51,39,54,46,26,32,33,50,44,49,51,40,26,52
1776,1776,Stefan Mitrović (Getafe),SRB,DF,Getafe,La Liga,33,1990,7.8,35,62,56,40,16,21,35,31,30,54,23,16,31,31,36,30,0,0,24,0,29,21
1777,1777,Maximilian Mittelstädt (Stuttgart),GER,DF,Stuttgart,Bundesliga,26,1997,23.4,95,77,84,96,90,74,95,91,95,77,83,24,91,89,89,94,95,73,78,83,94,89
1778,1778,Henrikh Mkhitaryan (Inter),ARM,MF,Inter,Serie A,34,1989,30.9,94,67,73,96,96,87,94,81,83,54,80,52,94,95,95,97,99,87,85,80,96,89
1779,1779,Marko Mladenović (Eint Frankfurt),SRB,MF,Eint Frankfurt,Bundesliga,18,2005,0.1,2,0,3,3,9,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,15
1780,1780,Jakub Moder (Brighton),POL,"MF,DF",Brighton,Premier League,24,1999,6.9,39,50,48,44,50,49,39,51,51,54,50,44,39,36,35,44,44,49,47,48,40,53
1781,1781,Luka Modrić (Real Madrid),CRO,MF,Real Madrid,La Liga,37,1985,18.8,92,49,69,94,96,82,92,86,85,49,80,36,94,93,90,89,95,87,49,80,96,80
1782,1782,Terem Moffi (Nice),NGA,FW,Nice,Ligue 1,24,1999,21.7,48,45,31,54,73,93,48,77,83,75,73,39,55,59,54,68,73,86,94,93,52,88
1783,1783,Mostafa Mohamed (Nantes),EGY,FW,Nantes,Ligue 1,25,1997,22.2,53,59,44,58,76,95,53,79,76,39,82,72,57,63,47,66,65,83,99,94,56,87
1784,1784,Dion Moise Sahi (Strasbourg),CIV,"MF,FW",Strasbourg,Ligue 1,21,2001,7,33,21,29,38,50,69,33,52,43,16,63,91,36,39,38,50,49,64,67,48,33,63
1785,1785,Johan Mojica (Osasuna),COL,DF,Osasuna,La Liga,30,1992,22.7,83,71,76,80,91,69,83,86,80,28,89,78,75,77,74,90,94,87,89,60,79,87
1786,1786,Alberto Moleiro (Las Palmas),ESP,"FW,MF",Las Palmas,La Liga,19,2003,20,67,31,49,69,89,85,67,98,99,53,98,56,76,83,85,96,97,94,96,88,77,96
1787,1787,Nahuel Molina (Atlético Madrid),ARG,DF,Atlético Madrid,La Liga,25,1998,20.6,85,66,78,81,91,80,85,73,78,71,73,52,83,69,74,86,90,79,83,68,85,95
1788,1788,Florent Mollet (Nantes),FRA,"MF,FW",Nantes,Ligue 1,31,1991,23.1,79,53,58,81,92,85,80,79,73,27,85,80,88,86,69,71,81,81,86,73,82,92
1789,1789,Jon Moncayola (Osasuna),ESP,MF,Osasuna,La Liga,25,1998,20,75,49,64,82,81,47,75,51,51,54,54,61,65,57,55,52,49,49,65,68,76,65
1790,1790,Enzo Mongo (Nantes),FRA,DF,Nantes,Ligue 1,18,2005,0.1,3,10,7,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,1791,Ilario Monterisi (Frosinone),ITA,DF,Frosinone,Serie A,21,2001,16.3,74,87,88,70,44,45,74,44,47,71,45,50,69,59,61,30,36,0,28,35,74,47
1792,1792,César Montes (Almería),MEX,DF,Almería,La Liga,26,1997,19.9,74,87,89,71,33,62,74,27,37,93,0,0,69,67,75,37,36,36,36,21,74,21
1793,1793,Gonzalo Montiel (Nott'ham Forest),ARG,DF,Nott'ham Forest,Premier League,26,1997,8.9,43,66,59,45,52,47,43,16,21,93,0,0,38,35,41,44,49,36,36,35,39,58
1794,1794,Lorenzo Montipò (Hellas Verona),ITA,GK,Hellas Verona,Serie A,27,1996,37,82,99,99,14,9,16,82,0,0,0,0,0,76,74,77,0,0,0,20,0,66,0
1795,1795,Kieffer Moore (Bournemouth),WAL,"FW,MF",Bournemouth,Premier League,30,1992,1.2,14,0,6,19,28,45,14,27,21,18,23,25,14,11,10,23,0,0,24,21,17,44
1796,1796,Mikey Moore (Tottenham),ENG,MF,Tottenham,Premier League,15,2007,0,4,10,3,7,15,0,4,16,0,0,23,95,4,8,11,23,18,0,13,0,5,21
1797,1797,Álvaro Morata (Atlético Madrid),ESP,FW,Atlético Madrid,La Liga,30,1992,21.2,50,54,44,51,77,97,50,80,80,50,78,50,50,46,45,65,56,91,86,91,54,80
1798,1798,Diego Moreira (Lyon),POR,"FW,MF",Lyon,Ligue 1,18,2004,3,24,15,23,31,36,39,24,44,30,9,57,94,28,32,32,44,36,58,51,48,26,51
1799,1799,Alberto Moreno (Villarreal),ESP,DF,Villarreal,La Liga,31,1992,16.5,63,69,71,62,74,67,63,46,47,54,45,39,55,54,56,70,70,49,60,35,61,78
1800,1800,Álex Moreno (Aston Villa),ESP,DF,Aston Villa,Premier League,30,1993,11.5,54,63,68,50,67,69,54,79,76,39,80,60,52,58,58,76,68,83,53,48,50,79
1801,1801,Gerard Moreno (Villarreal),ESP,FW,Villarreal,La Liga,31,1992,24.6,78,57,53,80,94,97,78,95,96,64,94,46,80,79,70,86,89,94,90,99,87,97
1802,1802,Jorge Moreno (Osasuna),ESP,DF,Osasuna,La Liga,22,2001,0.2,7,24,14,8,9,0,7,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0
1803,1803,Mateu Morey (Dortmund),ESP,DF,Dortmund,Bundesliga,23,2000,1.2,20,24,32,24,21,21,20,16,21,93,0,0,22,20,22,27,24,0,20,21,21,27
1804,1804,Ilaix Moriba (Getafe),GUI,"MF,FW",Getafe,La Liga,20,2003,6.7,34,33,26,44,46,49,34,54,43,14,60,80,33,32,29,40,44,49,53,48,33,48
1805,1805,Manu Morlanes (Mallorca),ESP,MF,Mallorca,La Liga,24,1999,17.9,67,55,60,79,67,60,67,73,85,88,57,16,65,67,67,73,81,64,60,76,68,57
1806,1806,Nikola Moro (Bologna),CRO,MF,Bologna,Serie A,25,1998,9.3,53,43,52,66,57,39,53,46,47,54,50,61,54,53,52,63,70,49,42,63,59,61
1807,1807,Carlton Morris (Luton Town),ENG,"FW,MF",Luton Town,Premier League,27,1995,31.8,71,73,51,73,90,98,71,90,93,73,85,33,66,65,59,80,82,91,93,99,79,88
1808,1808,Cristhian Mosquera (Valencia),ESP,DF,Valencia,La Liga,19,2004,34.2,94,94,97,90,34,50,94,40,51,92,23,10,92,90,89,52,39,58,56,40,93,27
1809,1809,Yerson Mosquera (Villarreal),COL,DF,Villarreal,La Liga,22,2001,13.7,63,87,84,59,41,59,63,46,43,32,45,39,58,56,58,40,44,49,31,40,62,40
1810,1810,Dany Mota (Monza),POR,"FW,MF",Monza,Serie A,25,1998,22.8,69,49,47,68,92,94,69,87,78,18,91,80,77,89,89,98,99,96,88,91,78,92
1811,1811,Lebo Mothiba (Strasbourg),RSA,FW,Strasbourg,Ligue 1,27,1996,6.9,27,39,19,29,49,76,27,34,43,91,23,12,31,32,28,40,39,68,58,63,30,54
1812,1812,Youssoufa Moukoko (Dortmund),GER,FW,Dortmund,Bundesliga,18,2004,6.9,28,24,21,32,48,63,28,68,67,47,66,44,29,29,29,56,44,83,66,60,28,54
1813,1813,Steve Mounié (Brest),BEN,FW,Brest,Ligue 1,28,1994,19.7,53,49,30,58,79,96,53,60,67,79,57,38,56,60,46,65,73,73,95,76,62,86
1814,1814,Mason Mount (Manchester Utd),ENG,"MF,FW",Manchester Utd,Premier League,24,1999,5.7,34,36,31,37,54,53,34,51,43,18,54,61,32,32,30,42,36,49,47,48,33,59
1815,1815,Samuel Moutoussamy (Nantes),COD,MF,Nantes,Ligue 1,26,1996,12.3,51,47,55,63,55,59,51,51,47,36,54,61,58,58,60,62,64,49,63,58,51,58
1816,1816,Loris Mouyokolo (Lorient),FRA,DF,Lorient,Ligue 1,22,2001,1,16,34,34,16,9,0,16,0,0,0,0,0,18,17,18,17,0,0,0,0,17,0
1817,1817,Divin Mubama (West Ham),ENG,FW,West Ham,Premier League,18,2004,0.9,11,0,7,18,19,16,11,0,0,0,0,0,11,7,6,0,18,0,34,0,12,30
1818,1818,Mykhailo Mudryk (Chelsea),UKR,FW,Chelsea,Premier League,22,2001,17.5,58,40,50,52,88,91,58,95,95,52,92,37,64,80,85,97,95,97,93,83,64,91
1819,1819,François Mughe (Marseille),CMR,"MF,DF",Marseille,Ligue 1,19,2004,2,17,10,14,17,35,27,17,42,30,10,54,93,19,27,26,37,44,36,44,21,18,45
1820,1820,Nordi Mukiele (Paris S-G),FRA,DF,Paris S-G,Ligue 1,25,1997,8.8,54,72,71,56,50,50,54,49,58,88,23,9,61,57,54,48,39,58,56,63,55,53
1821,1821,Samuele Mulattieri (Sassuolo),ITA,"FW,MF",Sassuolo,Serie A,22,2000,5.1,27,21,16,34,44,59,27,57,43,10,60,61,26,27,26,40,44,76,65,68,28,61
1822,1822,Andreas Müller (Darmstadt 98),GER,MF,Darmstadt 98,Bundesliga,23,2000,3.9,28,27,34,37,30,16,28,23,0,0,33,95,26,25,24,27,32,0,28,28,28,34
1823,1823,Jannik Müller (Darmstadt 98),GER,"DF,MF",Darmstadt 98,Bundesliga,29,1994,12.6,54,72,75,58,36,29,54,31,30,54,33,61,47,45,49,40,36,0,44,35,49,34
1824,1824,Kevin Müller (Heidenheim),GER,GK,Heidenheim,Bundesliga,32,1991,34,87,100,100,16,0,0,87,0,0,0,0,0,86,84,87,0,0,0,20,0,73,0
1825,1825,Marcus Müller (Mainz 05),GER,MF,Mainz 05,Bundesliga,20,2002,0.2,4,0,0,3,18,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1826,1826,Thomas Müller (Bayern Munich),GER,"MF,FW",Bayern Munich,Bundesliga,33,1989,18.4,66,33,38,62,94,96,66,64,67,66,60,36,65,59,65,81,86,81,74,85,76,96
1827,1827,Abdul Mumin (Rayo Vallecano),GHA,DF,Rayo Vallecano,La Liga,25,1998,18.8,66,86,87,63,26,36,66,31,30,54,23,16,62,58,54,34,24,0,36,35,63,27
1828,1828,Marshall Munetsi (Reims),ZIM,MF,Reims,Ligue 1,27,1996,24.1,61,67,57,68,73,90,61,77,64,16,86,87,62,60,53,61,64,36,91,76,54,78
1829,1829,Iker Muniain (Athletic Club),ESP,"MF,FW",Athletic Club,La Liga,30,1992,6.6,43,21,27,52,64,63,43,75,73,37,78,72,46,44,44,60,56,64,58,63,48,67
1830,1830,Rodrigo Muniz (Fulham),BRA,FW,Fulham,Premier League,22,2001,17.7,43,56,32,46,68,96,43,63,47,10,73,89,42,32,27,40,32,64,93,93,46,77
1831,1831,Aihen Muñoz (Real Sociedad),ESP,DF,Real Sociedad,La Liga,25,1997,12.5,61,64,68,67,62,32,61,62,64,66,57,34,52,53,52,68,73,36,53,55,53,51
1832,1832,Álvaro Muñoz (Real Madrid),URU,FW,Real Madrid,La Liga,19,2004,0,2,10,6,3,0,0,2,23,30,93,0,0,1,6,0,0,18,0,13,21,2,0
1833,1833,Daniel Muñoz (Crystal Palace),COL,"DF,MF",Crystal Palace,Premier League,27,1996,16,65,69,70,67,76,79,65,72,73,48,71,46,54,50,51,69,64,68,66,52,56,78
1834,1834,Iker Muñoz (Osasuna),ESP,MF,Osasuna,La Liga,20,2002,20.6,76,75,69,87,64,68,76,62,47,12,63,57,70,62,58,58,58,58,66,40,76,51
1835,1835,Javier Muñoz (Las Palmas),ESP,MF,Las Palmas,La Liga,28,1995,29.3,87,56,67,92,89,81,87,79,75,32,83,76,84,77,70,77,79,64,87,86,92,89
1836,1836,Finley Munroe (Aston Villa),ENG,MF,Aston Villa,Premier League,18,2005,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1837,1837,Arijanet Muric (Burnley),KVX,GK,Burnley,Premier League,24,1998,10,51,96,87,29,0,0,51,0,0,0,0,0,56,58,67,0,0,0,0,0,51,0
1838,1838,Luis Muriel (Atalanta),COL,"FW,MF",Atalanta,Serie A,32,1991,4.5,35,10,11,38,62,65,35,65,55,17,63,42,37,41,44,61,62,68,53,78,40,70
1839,1839,Murillo (Nott'ham Forest),BRA,DF,Nott'ham Forest,Premier League,21,2002,31,93,96,96,86,47,70,93,79,84,73,77,46,89,90,94,65,58,58,65,73,89,34
1840,1840,Vedat Muriqi (Mallorca),KVX,FW,Mallorca,La Liga,29,1994,25.9,66,54,39,72,87,96,66,71,73,52,75,72,62,55,43,62,62,79,99,93,76,90
1841,1841,Alex Murphy (Newcastle Utd),IRL,"DF,FW",Newcastle Utd,Premier League,19,2004,0.1,9,0,9,16,12,0,9,0,0,0,0,0,10,10,10,0,0,0,13,0,10,0
1842,1842,Jacob Murphy (Newcastle Utd),ENG,"FW,DF",Newcastle Utd,Premier League,28,1995,13.2,53,51,49,49,82,83,53,71,73,52,73,59,53,56,54,77,78,89,63,70,54,86
1843,1843,Yunus Musah (Milan),USA,"MF,FW",Milan,Serie A,20,2002,16.4,61,53,59,64,77,58,61,87,87,49,85,46,64,74,79,86,88,73,80,73,65,77
1844,1844,Jamal Musiala (Bayern Munich),GER,"MF,FW",Bayern Munich,Bundesliga,20,2003,19.5,72,24,44,66,96,97,72,99,100,73,99,37,79,87,90,98,96,97,97,98,82,94
1845,1845,Florent Muslija (Freiburg),KVX,"MF,FW",Freiburg,Bundesliga,25,1998,1.2,20,0,23,24,30,27,20,23,21,54,0,0,19,21,21,34,24,49,31,28,20,34
1846,1846,Juan Musso (Atalanta),ARG,GK,Atalanta,Serie A,29,1994,11,40,96,79,10,0,0,40,0,0,0,0,0,41,44,53,0,0,0,20,0,35,0
1847,1847,Kingstone Mutandwa (Cagliari),ZAM,"FW,MF",Cagliari,Serie A,20,2003,0.4,10,15,9,15,18,21,10,27,21,18,33,89,8,8,9,17,18,0,24,0,9,21
1848,1848,Yvon Mvogo (Lorient),SUI,GK,Lorient,Ligue 1,29,1994,34,77,99,98,8,0,0,77,16,21,93,0,0,85,85,90,0,0,0,0,0,65,0
1849,1849,Joel Mvuka (Lorient),NOR,"DF,FW",Lorient,Ligue 1,20,2002,2.2,17,19,17,21,32,21,17,52,37,10,60,86,19,21,17,30,29,0,20,28,17,45
1850,1850,Junior Mwanga (Strasbourg),FRA,"MF,FW",Strasbourg,Ligue 1,20,2003,16.1,55,64,61,64,60,65,55,86,91,79,77,25,60,68,66,72,68,73,80,86,53,60
1851,1851,Phillipp Mwene (Mainz 05),AUT,DF,Mainz 05,Bundesliga,29,1994,22.2,74,64,73,72,85,69,74,76,76,50,73,42,64,70,70,87,82,73,73,70,66,82
1852,1852,Vitaliy Mykolenko (Everton),UKR,DF,Everton,Premier League,24,1999,27.4,85,85,85,80,85,70,85,75,82,75,68,32,70,61,56,52,71,0,85,63,72,74
1853,1853,Joakim Mæhle (Wolfsburg),DEN,"DF,MF",Wolfsburg,Bundesliga,26,1997,27.2,93,79,85,89,93,84,93,90,87,28,91,61,89,90,92,96,96,86,83,73,88,90
1854,1854,Obite N'Dicka (Roma),CIV,DF,Roma,Serie A,23,1999,24.1,91,93,94,90,45,47,91,27,30,83,23,25,94,92,95,70,71,36,36,40,94,40
1855,1855,Kévin N'Doram (Metz),FRA,MF,Metz,Ligue 1,27,1996,17.8,58,66,66,71,45,36,58,51,43,18,54,61,61,60,55,48,51,0,56,55,55,25
1856,1856,Nathan N'Goumou (Gladbach),FRA,"FW,MF",Gladbach,Bundesliga,23,2000,15.4,52,46,47,52,78,88,52,90,84,23,93,77,55,65,65,88,87,95,80,70,56,92
1857,1857,Stanley N'Soki (Hoffenheim),FRA,DF,Hoffenheim,Bundesliga,24,1999,7,44,69,64,50,38,21,44,56,62,77,54,39,42,39,43,37,42,0,36,21,42,43
1858,1858,Nacho (Real Madrid),ESP,DF,Real Madrid,La Liga,33,1990,19.4,83,91,91,82,41,54,83,37,30,18,40,61,83,71,79,50,49,36,36,0,87,37
1859,1859,Bilal Nadir (Marseille),FRA,"MF,FW",Marseille,Ligue 1,19,2003,1.3,15,0,11,24,22,24,15,23,21,54,0,0,17,18,19,27,29,36,24,0,16,34
1860,1860,Mahamadou Nagida (Rennes),CMR,DF,Rennes,Ligue 1,18,2005,1.2,18,0,18,22,32,32,18,34,37,77,23,12,21,23,27,32,39,49,20,21,18,40
1861,1861,Marvelous Nakamba (Luton Town),ZIM,MF,Luton Town,Premier League,29,1994,12.6,47,56,53,58,49,24,47,46,37,15,50,61,39,37,31,17,44,0,44,40,40,30
1862,1862,Keito Nakamura (Reims),JPN,"FW,MF",Reims,Ligue 1,23,2000,15.3,48,36,42,49,76,88,48,76,83,77,73,42,57,64,66,86,74,91,82,89,51,91
1863,1863,Nahitan Nández (Cagliari),URU,"MF,DF",Cagliari,Serie A,27,1995,26,74,63,66,71,90,80,74,87,91,73,80,31,67,72,75,90,71,83,86,94,70,81
1864,1864,Matija Nastasić (Mallorca),SRB,DF,Mallorca,La Liga,30,1993,25.1,78,90,90,77,31,47,78,0,0,0,0,0,68,63,68,46,29,0,31,28,72,27
1865,1865,Natan (Napoli),BRA,DF,Napoli,Serie A,22,2001,10.6,58,75,75,65,36,36,58,34,30,32,33,39,60,64,69,54,42,0,44,21,63,40
1866,1866,Lapo Nava (Milan),ITA,GK,Milan,Serie A,19,2004,0,1,15,6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1867,1867,Roberto Navarro (Cádiz),ESP,"MF,FW",Cádiz,La Liga,21,2002,21,70,40,55,68,91,82,70,98,98,49,98,57,74,86,87,96,98,89,96,94,71,88
1868,1868,Jesús Navas (Sevilla),ESP,DF,Sevilla,La Liga,37,1985,22.3,84,71,78,80,91,53,84,63,73,82,57,31,81,77,79,89,88,81,66,40,83,91
1869,1869,Keylor Navas (Paris S-G),CRC,GK,Paris S-G,Ligue 1,36,1986,4,20,80,47,3,0,0,20,0,0,0,0,0,23,20,19,0,0,0,0,0,19,0
1870,1870,Michel Ndary Adopo (Atalanta),FRA,MF,Atalanta,Serie A,23,2000,1.2,20,21,18,28,28,27,20,23,30,93,0,0,19,21,21,27,29,36,34,28,22,45
1871,1871,Youssouf Ndayishimiye (Nice),BDI,"MF,DF",Nice,Ligue 1,24,1998,19,86,79,81,94,50,54,86,56,67,89,40,12,94,92,87,56,64,36,53,70,91,42
1872,1872,Bassirou Ndiaye (Lorient),SEN,FW,Lorient,Ligue 1,21,2002,1.7,16,10,16,24,26,24,16,40,30,14,50,92,18,20,15,17,24,0,49,45,16,34
1873,1873,Iliman Ndiaye (Marseille),SEN,"FW,MF",Marseille,Ligue 1,23,2000,18,58,37,42,56,87,90,58,95,97,72,92,36,71,79,68,88,82,89,87,96,64,92
1874,1874,Massamba Ndiaye (Clermont Foot),SEN,GK,Clermont Foot,Ligue 1,21,2001,4,27,87,61,7,0,0,27,0,0,0,0,0,31,30,33,0,0,0,0,0,24,0
1875,1875,Rassoul Ndiaye (Le Havre),SEN,"MF,FW",Le Havre,Ligue 1,21,2001,5.8,36,39,43,45,40,21,36,54,58,73,54,46,40,40,38,37,44,0,39,48,36,45
1876,1876,Michael Ndiweni (Newcastle Utd),ENG,FW,Newcastle Utd,Premier League,19,2003,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,1877,Cher Ndour (Paris S-G),ITA,MF,Paris S-G,Ligue 1,19,2004,0.3,11,0,9,19,16,0,11,16,21,93,0,0,13,11,8,0,0,0,20,0,12,15
1878,1878,Dan Ndoye (Bologna),SUI,"FW,MF",Bologna,Serie A,22,2000,19.7,62,46,52,61,88,90,62,96,94,25,96,55,69,86,89,97,95,96,94,88,69,95
1879,1879,Joseph Nduquidi (Metz),FRA,"MF,DF",Metz,Ligue 1,18,2004,8.3,34,48,43,43,33,34,34,34,21,8,45,94,35,38,40,34,54,36,49,40,30,27
1880,1880,Loïc Nego (Le Havre),HUN,"DF,MF",Le Havre,Ligue 1,32,1991,17.3,59,53,56,63,76,70,59,77,73,31,82,76,65,65,64,74,86,64,56,58,58,84
1881,1881,Álvaro Negredo (Cádiz),ESP,"FW,MF",Cádiz,La Liga,37,1985,0.6,11,0,7,15,24,29,11,23,30,93,0,0,11,9,7,0,0,0,24,0,11,0
1882,1882,Reiss Nelson (Arsenal),ENG,FW,Arsenal,Premier League,23,1999,3,27,31,26,29,48,47,27,40,21,7,54,95,29,31,28,42,36,64,47,40,28,53
1883,1883,Zack Nelson (Luton Town),ENG,"MF,DF",Luton Town,Premier League,18,2004,0.1,3,0,7,7,0,0,3,0,0,0,0,0,2,3,3,0,0,0,13,0,2,0
1884,1884,Neto (Bournemouth),BRA,GK,Bournemouth,Premier League,34,1989,32,74,98,97,14,0,0,74,23,30,93,0,0,72,76,86,0,0,0,0,0,57,0
1885,1885,Pedro Neto (Wolves),POR,"FW,MF",Wolves,Premier League,23,2000,16.8,63,21,37,63,92,92,63,96,95,38,96,58,69,87,88,97,97,98,88,81,71,92
