Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Live_Touches,TakeOns_Att,TakeOns_Succ,TakeOns_Succ%,Tkld_TakeOns ,Tkld_TakeOns%,Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_into_finalthird,Carries_into_PA,Miscontrolled,Dispossessed,Passes_received,Prog_passes_received
1593,1593,Steve Mandanda (Rennes),FRA,GK,Rennes,Ligue 1,38,1985,34,79,98,98,18,0,0,79,16,21,93,0,0,87,82,87,0,18,36,13,0,69,0
1594,1594,Christos Mandas (Lazio),GRE,GK,Lazio,Serie A,21,2001,8,34,93,71,8,0,0,34,23,30,93,0,0,34,35,38,0,0,0,0,0,32,0
1595,1595,Reinildo Mandava (Atlético Madrid),MOZ,DF,Atlético Madrid,La Liga,29,1994,8.1,45,59,63,49,46,39,45,58,58,50,57,43,40,37,41,44,60,36,49,21,41,46
1596,1596,Aïssa Mandi (Villarreal),ALG,DF,Villarreal,La Liga,31,1991,12.4,60,87,81,64,25,32,60,0,0,0,0,0,59,61,68,34,39,0,20,28,65,27
1597,1597,Rolando Mandragora (Fiorentina),ITA,MF,Fiorentina,Serie A,26,1997,17.6,63,53,56,75,69,65,63,49,51,69,45,33,62,48,50,37,39,0,44,55,66,58
1598,1598,Orel Mangala (Nott'ham Forest),BEL,MF,Nott'ham Forest,Premier League,25,1998,17.4,60,66,68,71,52,39,60,74,73,41,73,48,57,55,54,50,51,36,60,78,61,43
1599,1599,Orel Mangala (Lyon),BEL,MF,Lyon,Ligue 1,25,1998,4.4,30,33,28,38,40,34,30,40,37,39,33,20,35,35,33,42,39,0,42,45,33,49
1600,1600,Vito Mannone (Lille),ITA,GK,Lille,Ligue 1,35,1988,1,12,57,30,0,0,0,12,0,0,0,0,0,14,12,13,0,0,0,0,0,12,0
1601,1601,Kostas Manolas (Salernitana),GRE,DF,Salernitana,Serie A,32,1991,5.4,37,66,62,41,16,27,37,16,21,93,0,0,38,37,37,0,24,0,13,21,39,21
1602,1602,Javier Manquillo (Celta Vigo),ESP,"DF,MF",Celta Vigo,La Liga,29,1994,8.3,45,55,60,50,47,36,45,42,43,54,45,61,42,36,36,32,39,49,58,40,43,45
1603,1603,Braydon Manu (Darmstadt 98),GHA,MF,Darmstadt 98,Bundesliga,26,1997,1.9,15,10,14,20,26,27,15,44,43,43,50,78,15,16,19,32,0,36,20,21,15,37
1604,1604,Benson Manuel (Burnley),ANG,"MF,FW",Burnley,Premier League,26,1997,1.3,18,0,14,20,35,24,18,51,43,18,54,61,21,26,26,32,42,0,31,40,21,43
1605,1605,Faitout Maouassa (Granada),FRA,"DF,MF",Granada,La Liga,25,1998,2.5,23,27,29,24,36,29,23,31,21,10,33,61,20,21,24,40,36,49,34,21,20,44
1606,1606,Faitout Maouassa (Lens),FRA,"MF,DF",Lens,Ligue 1,25,1998,0.8,12,19,16,15,24,27,12,23,21,54,23,61,12,13,13,23,0,49,0,40,11,21
1607,1607,Marcão (Sevilla),BRA,DF,Sevilla,La Liga,27,1996,3.9,30,45,48,37,18,16,30,27,21,18,23,25,29,31,40,27,36,0,24,0,32,0
1608,1608,Solly March (Brighton),ENG,"FW,DF",Brighton,Premier League,29,1994,6.2,37,37,40,37,57,54,37,60,58,43,60,50,37,36,38,52,42,58,39,60,36,65
1609,1609,Riccardo Marchizza (Frosinone),ITA,DF,Frosinone,Serie A,25,1998,12.8,52,62,66,53,58,52,52,42,37,27,50,86,46,39,40,34,29,36,42,21,49,62
1610,1610,Gian Marco Ferrari (Sassuolo),ITA,DF,Sassuolo,Serie A,31,1992,25.2,85,89,89,87,46,67,85,34,37,77,23,12,85,87,93,76,62,0,53,21,85,34
1611,1611,Óscar de Marcos (Athletic Club),ESP,DF,Athletic Club,La Liga,34,1989,25.1,91,71,78,91,93,73,91,65,51,13,78,93,85,74,79,88,88,73,56,48,87,89
1612,1612,Alberto Marí (Valencia),ESP,FW,Valencia,La Liga,22,2001,3.1,20,27,18,22,37,50,20,34,37,77,33,39,17,15,16,23,18,49,47,35,20,42
1613,1613,José Mari (Cádiz),ESP,"MF,FW",Cádiz,La Liga,35,1987,0.2,10,0,0,18,15,0,10,0,0,0,0,0,8,9,8,0,0,0,0,0,10,15
1614,1614,Pablo Marí (Monza),ESP,DF,Monza,Serie A,29,1993,29.1,95,95,97,91,34,53,95,42,47,80,33,16,95,90,90,23,44,0,39,35,95,15
1615,1615,José María Giménez (Atlético Madrid),URU,DF,Atlético Madrid,La Liga,28,1995,14.7,60,88,83,59,23,36,60,27,30,83,23,25,56,51,52,23,0,0,20,0,60,15
1616,1616,Mariano (Sevilla),DOM,"FW,MF",Sevilla,La Liga,29,1993,2.7,18,15,7,22,35,52,18,23,21,54,23,61,17,21,18,27,29,58,42,48,20,46
1617,1617,Mirko Marić (Monza),CRO,FW,Monza,Serie A,28,1995,3.2,23,21,14,28,42,58,23,31,21,10,40,93,22,17,16,23,29,36,44,45,26,56
1618,1618,Rafa Marín (Alavés),ESP,DF,Alavés,La Liga,21,2002,27.1,80,92,91,77,34,65,80,34,37,77,23,12,72,73,80,50,36,0,47,40,72,32
1619,1619,Răzvan Marin (Empoli),ROU,MF,Empoli,Serie A,27,1996,20.2,72,60,66,79,77,50,72,74,76,54,75,56,66,63,62,63,64,68,71,80,70,52
1620,1620,Diego Mariño (Almería),ESP,GK,Almería,La Liga,33,1990,1,11,53,27,0,0,0,11,0,0,0,0,0,12,11,12,0,0,0,0,0,11,0
1621,1621,Guillermo Maripán (Monaco),CHI,DF,Monaco,Ligue 1,29,1994,19.6,78,90,88,82,29,47,78,16,21,93,0,0,85,80,72,30,18,36,42,21,79,30
1622,1622,Mika Màrmol (Las Palmas),ESP,DF,Las Palmas,La Liga,21,2002,35.3,100,96,100,98,50,45,100,77,80,64,75,45,99,98,99,79,77,36,58,60,99,42
1623,1623,Omar Marmoush (Eint Frankfurt),EGY,"FW,MF",Eint Frankfurt,Bundesliga,24,1999,25.6,65,24,37,66,92,99,65,98,95,23,99,80,73,85,81,97,94,98,100,99,73,94
1624,1624,Marquinhos (Nantes),BRA,"FW,MF",Nantes,Ligue 1,20,2003,1.7,20,19,19,25,32,36,20,40,43,73,40,46,21,19,19,23,24,36,20,48,19,40
1625,1625,Marquinhos (Paris S-G),BRA,DF,Paris S-G,Ligue 1,29,1994,17.1,94,91,90,97,53,39,94,16,21,93,0,0,99,99,99,60,76,0,39,28,97,25
1626,1626,Unai Marrero (Real Sociedad),ESP,GK,Real Sociedad,La Liga,21,2001,1.6,13,57,31,7,0,0,13,0,0,0,0,0,12,11,13,0,0,0,0,0,8,0
1627,1627,Agustín Martegani (Salernitana),ARG,MF,Salernitana,Serie A,23,2000,8.1,38,40,38,46,51,39,38,64,70,73,50,16,39,42,44,52,60,58,44,58,39,50
1628,1628,Eric Martel (Köln),GER,MF,Köln,Bundesliga,21,2002,27.3,86,84,84,89,68,74,86,58,55,35,54,31,76,69,60,63,58,49,71,86,81,59
1629,1629,Roger Martí (Cádiz),ESP,FW,Cádiz,La Liga,32,1991,15.1,44,29,28,53,68,83,44,46,37,15,54,84,47,41,33,37,60,49,90,81,47,72
1630,1630,Anthony Martial (Manchester Utd),FRA,FW,Manchester Utd,Premier League,27,1995,5,26,19,16,32,46,52,26,37,30,18,33,25,27,24,22,34,39,36,53,60,30,60
1631,1631,Aarón Martín (Genoa),ESP,DF,Genoa,Serie A,26,1997,15.3,55,53,58,55,73,41,55,51,51,54,54,61,52,50,54,72,70,58,49,40,54,75
1632,1632,Iván Martín (Girona),ESP,MF,Girona,La Liga,24,1999,30.3,93,66,75,96,93,85,93,91,95,83,85,30,95,98,96,96,96,87,96,96,97,85
1633,1633,Jon Martin (Real Sociedad),ESP,DF,Real Sociedad,La Liga,17,2006,0.3,5,15,14,3,0,0,5,0,0,0,0,0,1,1,3,0,0,0,0,0,4,0
1634,1634,Jonas Martin (Brest),FRA,MF,Brest,Ligue 1,33,1990,13.4,72,67,65,85,61,53,72,49,47,46,54,76,82,80,77,72,73,49,51,66,75,58
1635,1635,Mario Martín (Real Madrid),ESP,MF,Real Madrid,La Liga,19,2004,0.2,10,15,14,15,15,0,10,0,0,0,0,0,9,9,7,0,0,0,20,0,10,15
1636,1636,Gabriel Martinelli (Arsenal),BRA,FW,Arsenal,Premier League,22,2001,22.4,77,37,46,58,99,99,77,98,96,24,99,75,84,92,92,99,92,100,93,96,85,100
1637,1637,Arnau Martinez (Girona),ESP,DF,Girona,La Liga,20,2003,13.8,66,77,76,72,54,39,66,40,37,39,45,80,66,66,71,73,58,36,58,58,70,45
1638,1638,Emiliano Martínez (Aston Villa),ARG,GK,Aston Villa,Premier League,30,1992,33.5,86,100,99,20,0,0,86,0,0,0,0,0,88,82,89,0,0,0,13,0,79,0
1639,1639,Iñigo Martínez (Barcelona),ESP,DF,Barcelona,La Liga,32,1991,14.4,77,80,82,86,40,47,77,16,0,0,23,95,83,87,94,77,71,36,24,0,84,30
1640,1640,Josep Martinez (Genoa),ESP,GK,Genoa,Serie A,25,1998,36,85,99,99,18,9,0,85,27,37,93,0,0,89,94,97,0,0,0,0,0,79,0
1641,1641,Lautaro Martínez (Inter),ARG,FW,Inter,Serie A,25,1997,29.5,75,37,44,75,95,99,75,93,83,13,95,82,79,69,68,89,80,95,97,97,82,95
1642,1642,Lisandro Martínez (Manchester Utd),ARG,DF,Manchester Utd,Premier League,25,1998,7.2,45,76,67,52,23,21,45,31,30,54,23,16,49,49,57,40,29,0,13,35,47,15
1643,1643,Marc Martínez (Granada),ESP,GK,Granada,La Liga,33,1990,3,21,80,48,10,0,0,21,0,0,0,0,0,19,18,23,0,0,0,0,0,15,0
1644,1644,Lucas Martínez Quarta (Fiorentina),ARG,DF,Fiorentina,Serie A,27,1996,25.5,94,84,92,96,55,78,94,72,73,48,73,55,94,94,95,66,68,58,66,52,94,45
1645,1645,Adam Marušić (Lazio),MNE,DF,Lazio,Serie A,30,1992,34.4,96,82,91,95,86,60,96,76,75,42,75,49,89,82,84,79,81,58,71,45,94,85
1646,1646,Marvin (Las Palmas),ESP,"FW,DF",Las Palmas,La Liga,23,2000,20.6,69,53,59,67,89,82,69,87,83,34,86,52,68,73,69,91,88,87,92,85,70,95
1647,1647,Omar Mascarell (Mallorca),EQG,MF,Mallorca,La Liga,30,1993,17.5,65,71,69,81,43,34,65,46,58,91,23,10,58,58,53,48,47,0,34,55,62,40
1648,1648,Adam Masina (Udinese),MAR,DF,Udinese,Serie A,29,1994,0.7,13,29,25,16,18,0,13,0,0,0,0,0,12,9,5,0,0,0,20,21,11,25
1649,1649,Adam Masina (Torino),MAR,DF,Torino,Serie A,29,1994,11.4,57,81,79,57,33,36,57,16,21,93,0,0,57,50,50,27,32,0,28,48,60,32
1650,1650,Erhan Mašović (Bochum),SRB,"DF,MF",Bochum,Bundesliga,24,1998,24.7,69,82,80,73,49,68,69,37,37,54,33,25,55,55,54,54,51,0,56,48,56,38
1651,1651,Han-Noah Massengo (Burnley),FRA,"MF,DF",Burnley,Premier League,22,2001,0.2,8,0,10,11,16,0,8,0,0,0,0,0,6,6,7,23,18,0,13,0,6,0
1652,1652,Roberto Massimo (Stuttgart),GER,"FW,DF",Stuttgart,Bundesliga,22,2000,0.9,14,10,16,21,20,16,14,16,0,0,0,0,14,14,17,27,24,36,13,0,14,32
1653,1653,Clinton Mata (Lyon),ANG,DF,Lyon,Ligue 1,30,1992,24.7,92,85,89,89,83,47,92,81,87,79,68,21,95,95,91,76,78,49,77,80,90,71
1654,1654,Jaime Mata (Getafe),ESP,"FW,MF",Getafe,La Liga,34,1988,19.9,56,57,49,52,85,90,56,56,58,67,57,56,52,44,37,56,62,76,90,81,61,91
1655,1655,Pape Matar Sarr (Tottenham),SEN,MF,Tottenham,Premier League,20,2002,23,88,73,71,89,91,80,88,81,83,54,80,52,91,92,83,84,95,58,84,73,92,81
1656,1656,Eliot Matazo (Monaco),BEL,MF,Monaco,Ligue 1,21,2002,1.1,17,19,21,24,23,16,17,27,30,83,23,25,18,18,20,23,32,36,20,21,16,21
1657,1657,Jean-Philippe Mateta (Crystal Palace),FRA,FW,Crystal Palace,Premier League,26,1997,25.4,56,46,38,57,85,95,56,92,89,29,94,78,57,55,47,73,60,88,99,100,62,90
1658,1658,Nemanja Matić (Rennes),SRB,MF,Rennes,Ligue 1,34,1988,11.4,64,69,68,76,57,34,64,64,78,90,40,10,77,79,81,52,86,0,47,73,68,35
1659,1659,Nemanja Matić (Lyon),SRB,MF,Lyon,Ligue 1,34,1988,13.9,72,67,73,80,65,60,72,63,70,77,60,39,84,85,84,70,86,79,47,60,78,46
1660,1660,Joël Matip (Liverpool),CMR,DF,Liverpool,Premier League,31,1991,8.7,53,80,73,59,31,45,53,23,0,0,33,95,56,56,65,40,56,0,24,40,55,15
1661,1661,Alex Matos (Chelsea),ENG,MF,Chelsea,Premier League,18,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,21,1,0
1662,1662,Chrislain Matsima (Clermont Foot),FRA,DF,Clermont Foot,Ligue 1,21,2002,13.1,59,85,79,65,24,29,59,34,30,32,23,12,66,71,75,50,32,36,34,40,59,15
1663,1663,Chrislain Matsima (Monaco),FRA,DF,Monaco,Ligue 1,21,2002,3.3,32,37,40,43,24,21,32,23,0,0,23,61,37,38,45,32,42,0,24,21,34,30
1664,1664,Jean Mattéo Bahoya (Eint Frankfurt),FRA,"MF,FW",Eint Frankfurt,Bundesliga,18,2005,2,20,0,10,28,34,39,20,49,51,69,50,53,19,22,24,34,39,58,36,21,20,50
1665,1665,Remi Matthews (Crystal Palace),ENG,GK,Crystal Palace,Premier League,29,1994,0,3,24,11,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0
1666,1666,Alan Matturro (Genoa),URU,DF,Genoa,Serie A,18,2004,1.2,12,34,20,17,18,21,12,16,21,93,0,0,9,7,5,0,0,0,24,0,10,15
1667,1667,Azor Matusiwa (Reims),NED,MF,Reims,Ligue 1,25,1998,15.4,64,70,65,77,60,41,64,52,62,87,40,15,71,70,63,48,68,49,56,60,62,40
1668,1668,Azor Matusiwa (Rennes),NED,MF,Rennes,Ligue 1,25,1998,8.8,46,53,48,58,50,36,46,31,30,54,23,16,54,53,49,27,67,0,34,48,49,40
1669,1669,Neal Maupay (Brentford),FRA,FW,Brentford,Premier League,26,1996,14.7,46,27,36,48,74,89,46,77,62,13,85,85,46,43,41,63,73,86,76,86,49,82
1670,1670,Neal Maupay (Everton),FRA,FW,Everton,Premier League,26,1996,1.2,12,10,3,19,24,36,12,0,0,0,0,0,12,11,10,17,18,36,34,35,13,32
1671,1671,Aïman Maurer (Clermont Foot),MAR,"MF,FW",Clermont Foot,Ligue 1,18,2004,0.6,12,15,10,14,26,27,12,27,30,83,23,25,13,15,11,17,18,36,24,21,12,35
1672,1672,Konstantinos Mavropanos (West Ham),GRE,DF,West Ham,Premier League,25,1997,16.7,60,84,80,64,30,56,60,37,30,18,33,25,54,58,64,44,18,36,36,0,53,21
1673,1673,Christian Mawissa (Toulouse),FRA,DF,Toulouse,Ligue 1,18,2005,12.4,59,75,75,64,48,47,59,84,88,73,77,32,65,66,71,70,76,64,53,45,57,40
1674,1674,Philipp Max (Eint Frankfurt),GER,DF,Eint Frankfurt,Bundesliga,29,1993,15,68,52,68,76,69,58,68,49,51,69,50,53,65,62,64,69,60,49,47,35,69,70
1675,1675,Eric Maxim Choupo-Moting (Bayern Munich),CMR,"MF,FW",Bayern Munich,Bundesliga,34,1989,8,40,34,35,41,65,84,40,82,87,76,73,25,39,39,38,66,39,87,65,78,42,75
1676,1676,Luís Maximiano (Almería),POR,GK,Almería,La Liga,24,1999,33,82,99,99,18,0,0,82,27,37,93,0,0,78,73,82,0,0,0,0,0,66,0
1677,1677,Noam Mayoka-Tika (Marseille),BEL,MF,Marseille,Ligue 1,19,2003,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0
1678,1678,Borja Mayoral (Getafe),ESP,FW,Getafe,La Liga,26,1997,23.9,58,43,34,64,83,89,58,85,82,37,87,71,61,56,52,71,80,85,97,89,66,84
1679,1679,Senny Mayulu (Paris S-G),FRA,"FW,MF",Paris S-G,Ligue 1,17,2006,3.6,29,10,21,33,51,53,29,46,47,54,50,61,35,33,32,30,29,58,53,35,33,61
1680,1680,Youssef Maziz (Metz),FRA,"FW,MF",Metz,Ligue 1,25,1998,1.4,14,15,14,22,22,21,14,27,30,83,23,25,16,17,17,23,29,0,24,21,15,21
1681,1681,Noussair Mazraoui (Bayern Munich),MAR,DF,Bayern Munich,Bundesliga,25,1997,13.3,74,61,69,78,79,72,74,68,70,54,68,54,73,65,70,78,73,76,51,48,78,78
1682,1682,Luca Mazzitelli (Frosinone),ITA,MF,Frosinone,Serie A,27,1995,24.6,87,77,76,93,77,73,87,60,67,79,54,25,80,72,62,60,62,36,67,83,89,68
1683,1683,Pasquale Mazzocchi (Salernitana),ITA,DF,Salernitana,Serie A,28,1995,14.1,58,66,69,59,67,45,59,83,80,39,83,57,53,59,64,79,80,68,79,68,55,72
1684,1684,Pasquale Mazzocchi (Napoli),ITA,DF,Napoli,Serie A,28,1995,4.8,36,37,45,41,45,32,36,60,51,18,63,61,36,41,40,52,56,49,31,35,36,50
1685,1685,Kevin Mbabu (Augsburg),SUI,DF,Augsburg,Bundesliga,28,1995,22.7,80,75,74,78,89,71,80,95,92,24,97,83,72,79,76,94,92,79,87,87,70,85
1686,1686,Noah Mbamba (Leverkusen),BEL,MF,Leverkusen,Bundesliga,18,2005,0.2,10,0,0,15,23,0,10,27,21,18,33,89,11,10,9,17,24,36,13,28,12,15
1687,1687,Ethan Mbappé (Paris S-G),FRA,"MF,DF",Paris S-G,Ligue 1,16,2006,0.5,14,10,13,20,23,21,14,0,0,0,0,0,17,16,14,17,29,36,0,0,16,27
1688,1688,Kylian Mbappé (Paris S-G),FRA,FW,Paris S-G,Ligue 1,24,1998,24,78,10,27,69,99,100,78,99,99,47,99,56,93,95,93,98,98,99,94,93,91,99
1689,1689,Malick Mbaye (Metz),SEN,"MF,FW",Metz,Ligue 1,19,2004,1.7,17,15,10,24,31,27,17,16,21,93,0,0,19,24,22,40,36,49,31,28,18,48
1690,1690,Mamadou Mbaye (Cádiz),SEN,DF,Cádiz,La Liga,25,1998,3.2,23,61,43,26,19,27,23,0,0,0,0,0,15,15,15,0,0,0,20,0,16,0
1691,1691,Chancel Mbemba (Marseille),COD,DF,Marseille,Ligue 1,28,1994,24.5,89,89,88,92,48,65,89,49,55,81,40,19,95,95,97,56,80,49,60,45,91,38
1692,1692,Nolan Mbemba (Le Havre),CGO,MF,Le Havre,Ligue 1,28,1995,0.2,12,0,9,20,20,0,12,0,0,0,0,0,14,16,17,0,18,0,13,0,13,15
1693,1693,Bryan Mbeumo (Brentford),CMR,FW,Brentford,Premier League,23,1999,21.8,70,53,48,62,96,96,70,95,90,18,96,75,75,82,80,95,94,97,97,95,74,97
1694,1694,Christ Mbondi (Reims),FRA,FW,Reims,Ligue 1,18,2004,0,2,0,3,3,9,0,2,0,0,0,0,0,2,3,3,0,0,0,0,0,2,15
1695,1695,Jordi Mboula (Hellas Verona),ESP,"FW,MF",Hellas Verona,Serie A,24,1999,3.4,20,15,15,24,35,43,20,34,30,32,33,39,21,27,26,44,24,68,39,52,21,50
1696,1696,Nathanael Mbuku (Augsburg),FRA,FW,Augsburg,Bundesliga,21,2002,0.1,5,0,0,8,16,16,5,16,0,0,23,95,8,9,12,17,0,36,0,0,7,27
1697,1697,James Mcatee (Sheffield Utd),ENG,"MF,FW",Sheffield Utd,Premier League,20,2002,20.2,59,50,50,58,84,88,59,96,94,25,98,80,59,69,67,89,83,91,90,96,57,86
1698,1698,James Mcatee (Manchester City),ENG,MF,Manchester City,Premier League,20,2002,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,1699,Oliver McBurnie (Sheffield Utd),SCO,FW,Sheffield Utd,Premier League,27,1996,14.2,49,57,39,55,70,90,48,58,51,24,66,83,41,35,30,34,51,64,72,78,53,71
1700,1700,James McConnell (Liverpool),ENG,MF,Liverpool,Premier League,18,2004,0,5,0,3,12,12,0,5,16,0,0,0,0,5,8,6,0,18,0,13,0,5,0
1701,1701,John McGinn (Aston Villa),SCO,"MF,FW",Aston Villa,Premier League,28,1994,33.3,87,64,69,89,92,85,87,97,98,72,90,20,90,88,84,91,91,83,93,99,89,79
1702,1702,Scott McKenna (Nott'ham Forest),SCO,DF,Nott'ham Forest,Premier League,26,1996,4.6,31,64,55,33,20,29,31,0,0,0,0,0,26,22,23,17,0,0,24,0,26,0
1703,1703,Weston McKennie (Juventus),USA,"MF,DF",Juventus,Serie A,24,1998,28.8,84,81,73,80,94,89,84,89,82,22,91,77,79,77,80,92,88,79,85,80,82,95
1704,1704,Dwight McNeil (Everton),ENG,"MF,FW",Everton,Premier League,23,1999,32.1,88,68,68,84,98,90,88,93,93,46,92,56,87,92,87,96,96,88,97,99,88,92
1705,1705,Scott McTominay (Manchester Utd),SCO,"MF,FW",Manchester Utd,Premier League,26,1996,21.1,64,77,67,72,69,83,64,64,58,28,66,58,61,56,56,73,71,64,77,85,64,66
1706,1706,Facundo Medina (Lens),ARG,DF,Lens,Ligue 1,24,1999,30.2,98,89,92,98,71,53,98,76,82,72,75,49,99,100,100,88,94,64,78,73,98,48
1707,1707,Ben Mee (Brentford),ENG,DF,Brentford,Premier League,33,1989,14.1,61,83,79,63,44,65,61,37,37,54,40,61,54,52,59,46,32,36,42,52,55,37
1708,1708,Marvin Mehlem (Darmstadt 98),GER,MF,Darmstadt 98,Bundesliga,25,1997,16.5,59,48,54,67,72,77,59,68,64,36,71,61,55,52,51,71,62,87,84,80,59,76
1709,1709,Bamo Meïté (Marseille),CIV,DF,Marseille,Ligue 1,21,2001,7.1,50,71,68,59,33,21,50,44,47,71,33,15,58,61,62,46,58,36,31,40,52,30
1710,1710,Bamo Meïté (Lorient),CIV,DF,Lorient,Ligue 1,21,2001,1.6,18,50,37,18,9,0,18,0,0,0,0,0,19,17,18,0,0,0,20,21,17,0
1711,1711,Hannibal Mejbri (Manchester Utd),TUN,"MF,FW",Manchester Utd,Premier League,20,2003,1.5,15,15,17,22,24,24,15,34,30,32,23,12,15,14,14,23,0,0,36,40,14,38
1712,1712,Hannibal Mejbri (Sevilla),TUN,MF,Sevilla,La Liga,20,2003,1.2,16,0,17,21,28,27,16,34,37,77,23,12,16,18,17,17,32,0,34,48,18,32
1713,1713,Óscar Melendo (Granada),ESP,"MF,FW",Granada,La Liga,25,1997,12.5,45,27,38,60,52,43,45,67,67,51,60,31,50,52,48,63,67,0,67,58,50,58
1714,1714,Gonzalo Melero (Almería),ESP,"MF,FW",Almería,La Liga,29,1994,12.3,48,47,45,63,55,68,48,60,55,30,66,78,49,48,53,66,51,58,73,68,52,58
1715,1715,Birger Meling (Rennes),NOR,DF,Rennes,Ligue 1,28,1994,0.2,5,0,9,5,15,16,5,0,0,0,0,0,4,3,4,0,0,0,0,0,5,0
1716,1716,Arthur Melo (Fiorentina),BRA,MF,Fiorentina,Serie A,26,1996,22.1,89,66,76,95,80,36,89,63,67,70,45,12,92,93,85,63,90,49,53,73,93,54
1717,1717,Memphis (Atlético Madrid),NED,FW,Atlético Madrid,La Liga,29,1994,9.9,40,10,25,44,66,87,40,80,82,52,78,48,41,38,38,56,51,76,87,83,45,79
1718,1718,Houboulang Mendes (Almería),GNB,DF,Almería,La Liga,25,1998,4.4,30,48,45,36,27,16,30,40,30,14,40,46,24,23,23,32,32,0,39,40,23,32
1719,1719,Nuno Mendes (Paris S-G),POR,DF,Paris S-G,Ligue 1,21,2002,3,31,24,33,37,42,41,31,46,51,77,45,39,36,36,39,48,51,49,20,35,33,53
1720,1720,Tomás Mendes (Alavés),ESP,MF,Alavés,La Liga,18,2004,0.1,4,0,3,8,12,0,4,0,0,0,0,0,6,5,3,0,18,0,0,21,5,0
1721,1721,Brais Méndez (Real Sociedad),ESP,"MF,FW",Real Sociedad,La Liga,26,1997,26.8,87,60,57,90,95,87,87,91,88,34,92,73,86,79,77,85,88,89,94,91,90,88
1722,1722,Bruno Méndez (Granada),URU,DF,Granada,La Liga,23,1999,14.8,59,74,76,64,46,47,59,40,51,92,23,10,51,44,48,40,32,0,42,40,51,43
1723,1723,Diego Méndez (Rayo Vallecano),ESP,MF,Rayo Vallecano,La Liga,19,2003,0.1,2,0,3,5,0,0,2,0,0,0,0,0,1,4,6,17,0,0,0,0,0,0
1724,1724,Leonardo Mendicino (Atalanta),ITA,MF,Atalanta,Serie A,17,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,1725,Antoine Mendy (Nice),FRA,DF,Nice,Ligue 1,19,2004,4.6,34,54,55,37,27,24,34,44,51,83,40,25,38,38,38,27,29,0,13,0,35,32
1726,1726,Benjamin Mendy (Lorient),FRA,DF,Lorient,Ligue 1,29,1994,7.9,46,46,44,48,71,50,46,60,62,54,63,61,50,53,53,70,79,36,49,45,46,80
1727,1727,Ferland Mendy (Real Madrid),FRA,DF,Real Madrid,La Liga,28,1995,19.1,83,64,79,84,83,53,83,72,73,48,73,55,84,73,68,61,70,58,65,70,87,83
1728,1728,Formose Mendy (Lorient),SEN,DF,Lorient,Ligue 1,22,2001,14,63,82,77,72,41,43,63,49,51,69,50,53,68,71,70,52,47,36,53,55,59,42
1729,1729,Nampalys Mendy (Lens),SEN,MF,Lens,Ligue 1,31,1992,11.7,58,43,53,74,56,21,58,44,37,18,54,89,70,69,65,63,81,36,47,40,62,42
1730,1730,Teden Mengi (Luton Town),ENG,DF,Luton Town,Premier League,21,2002,27.4,79,92,90,77,42,63,79,49,55,81,40,19,70,69,72,54,44,49,67,45,67,15
1731,1731,Chris Mepham (Bournemouth),WAL,DF,Bournemouth,Premier League,25,1997,6.9,41,66,60,49,26,32,41,0,0,0,0,0,40,42,46,30,32,0,20,28,39,15
1732,1732,Jorge Meré (Cádiz),ESP,DF,Cádiz,La Liga,26,1997,7.5,34,63,55,40,19,24,34,16,21,93,0,0,28,24,26,23,24,0,0,21,29,0
1733,1733,Alex Meret (Napoli),ITA,GK,Napoli,Serie A,26,1997,30.8,66,97,95,7,0,0,66,16,21,93,0,0,67,60,63,0,0,0,0,0,63,0
1734,1734,Mikel Merino (Real Sociedad),ESP,MF,Real Sociedad,La Liga,27,1996,27.6,91,80,75,93,92,91,91,83,88,76,73,24,86,78,73,70,88,68,96,97,92,84
1735,1735,Quentin Merlin (Marseille),FRA,DF,Marseille,Ligue 1,21,2002,7.8,45,43,50,53,56,36,45,44,43,43,45,50,50,54,48,54,39,64,36,48,44,70
1736,1736,Quentin Merlin (Nantes),FRA,DF,Nantes,Ligue 1,21,2002,14.3,67,62,68,69,78,56,67,62,64,66,63,57,74,75,74,78,87,68,60,48,66,72
1737,1737,Junior Messias (Genoa),BRA,"MF,DF",Genoa,Serie A,32,1991,11.7,44,50,47,47,64,68,44,85,78,27,82,44,44,54,59,79,80,73,71,68,44,76
1738,1738,Thomas Meunier (Dortmund),BEL,DF,Dortmund,Bundesliga,31,1991,6.5,47,56,64,51,50,43,47,42,30,10,50,86,46,49,53,63,56,49,34,40,47,53
1739,1739,Bastien Meupiyou (Nantes),FRA,DF,Nantes,Ligue 1,17,2006,0.1,4,10,9,7,9,0,4,0,0,0,0,0,4,7,4,0,0,0,13,0,3,0
